縣市,20090601,20091020,20100322,20100528,20101020,20110301,20110321,20110530,20131021,20140320,20140528,20141020,20150320,20150528,20151021,20160321,20160530,20161020,20170320,20171020,20180320,20180528,20181020,20190320,20190528
台北市,59,54,54,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高雄市,17,19,19,19,19,19,28,27,29,29,29,30,30,30,35,35,35,35,35,35,35,35,37,37,37
台北縣,14,17,19,19,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宜蘭縣,10,10,10,10,10,10,10,10,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10
桃園縣,17,16,22,22,22,22,22,22,27,27,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0
新竹縣,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,7,7,7
苗栗縣,5,6,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9,10,11,11,11,11,11,11
台中縣,9,10,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
彰化縣,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17
南投縣,8,8,8,8,8,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
雲林縣,6,6,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
嘉義縣,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
台南縣,9,10,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高雄縣,7,8,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
屏東縣,8,9,9,9,9,9,9,9,10,10,10,10,10,10,11,11,11,11,10,10,10,10,10,10,10
台東縣,4,4,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
花蓮縣,5,5,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7
澎湖縣,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
基隆市,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5
新竹市,7,8,8,8,8,8,8,8,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11
台中市,16,13,13,13,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
嘉義市,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8
台南市,9,9,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金門縣,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
連江縣,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
臺北市,0,0,0,0,0,0,54,54,54,54,54,53,53,53,54,54,54,53,53,54,54,54,54,54,54
新北市,0,0,0,0,0,0,22,21,27,27,25,25,25,25,26,26,26,28,28,29,29,29,32,33,33
臺中市,0,0,0,0,0,0,31,32,33,33,33,32,32,32,33,33,33,33,33,34,34,27,27,27,27
臺南市,0,0,0,0,0,0,25,25,28,28,28,29,29,29,29,29,29,28,28,28,28,28,28,28,28
臺東縣,0,0,0,0,0,0,0,0,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6
桃園市,0,0,0,0,0,0,0,0,0,0,0,0,28,28,29,28,28,29,29,29,29,29,31,31,31
